id,source,pmid,doi,title,authorString,pubYear,pageInfo,affiliation,language,pubModel,isOpenAccess,inEPMC,inPMC,hasPDF,hasBook,citedByCount,hasReferences,hasTextMinedTerms,hasDbCrossReferences,hasLabsLinks,authMan,epmcAuthMan,nihAuthMan,hasTMAccessionNumbers,dateOfCompletion,dateOfCreation,dateOfRevision,electronicPublicationDate,firstPublicationDate,pmcid,abstractText,hasSuppl,manuscriptId,license,embargoDate
29697185,MED,29697185,10.1111/cpf.12520,"Cardiac performance is influenced by rotational changes of position in the transversal plane, both in the horizontal and in the 60̊ head-up postures.","Kölegård R, Da Silva C, Siebenmann C, Keramidas ME, Eiken O.",2018,NA,"Department of Environmental Physiology, Swedish Aerospace Physiology Centre (SAPC, KTH, CBH), Royal Institute of Technology, Solna, Sweden.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-27,2018-04-26,2018-04-26,2018-04-26,NA,"Echocardiography is usually performed with the subject/patient lying in the left lateral position (LLP), because the acoustic window is better in this than in the supine position (SP). The aim was to investigate cardiac responses to rotational changes of position in the transversal plane, from SP to LLP while horizontal, and from leaning on the back (HUT-LB) to leaning on the left side (HUT-LL) while tilted 60° head-up from the horizontal.Healthy men (n = 12) underwent 10-min HUT provocations. Cardiac variables were measured using two-dimensional echocardiography, Doppler, tissue Doppler imaging and arterial pressures using a volume-clamp method.In horizontal posture, cardiac volumes were smaller in SP than in LLP: end-diastolic volume (EDV) by 14%, end-systolic volume (ESV) by 13%, stroke volume (SV) by 14%, and cardiac output (CO) by 16% (P<0·03). In addition, the mitral annular plane systolic excursion (MAPSE) was 11% smaller (P = 0·001) and the left ventricle isovolumic relaxation time (IVRT) 27% longer in SP than in LLP. The ejection fraction, heart rate, arterial pressure and pulmonary ventilation were similar in SP and LLP. During HUT, EDV, SV, CO and MAPSE were smaller, and IVRT was longer, in HUT-LB than in HUT-LL, by -19%, -20%, -17%, -18% and +35%, respectively (P<0·04).Cardiac performance is enhanced in LLP versus SP and in HUT-LL versus HUT-LB, which can be attributed to improved venous return, conceivably, wholly or in part, due to increased hydrostatic pressure gradients between the caval veins and the heart in the LLP and HUT-LL positions.",NA,NA,NA,NA
29692887,MED,29692887,10.1007/s13755-018-0044-2,Analyzing the changes of health condition and social capital of elderly people using wearable devices.,"Zhou S, Ogihara A, Nishimura S, Jin Q.",2018,4,"1Advanced Research Center for Human Sciences, Waseda University, Tokorozawa, Japan.",eng,Electronic-eCollection,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-26,2018-04-25,2018-04-20,2018-04-20,NA,"Rapid developments in information technology have enabled wearable devices to be applied in the health field. In elderly adults, wearable devices aid in data collection and exerts a positive effect on their social capital. This study evaluated the changes in these two parameters among elderly adults using wearable devices, and analyzed the effect of these devices on their daily lives.We selected 18 elderly people using wearable devices, between February and May 2017. The data collected by the wearable devices included the number of steps taken, sleep duration, blood pressure, heart rate, respiratory rate, fatigue, and mood of the wearers. Using a questionnaire and the trajectory equifinality model, we interviewed and surveyed elderly adults in order to understand their health status and social capital.The health of the participants was generally good, and most were able to achieve > 8000 steps per day (p < 0.05). Mild and moderate fatigue symptoms were noted in elderly adults for 90% of the study period (p < 0.05). The number of steps, blood pressure, and heart rate changed significantly within a month. From the commencement of using the wearable devices, a steady increase was noted in the monthly number of steps. Interviews suggested that the elderly adults perceived wearable devices as having the potential to improve health and social capital.By using wearable devices, the participants had a better understanding of their own health, and were willing to take health-boosting measures. The participants were also more willing to increase their social capital and expand their social network.",NA,NA,NA,NA
29644805,MED,29644805,10.1111/ggi.13328,"Role of autonomic nervous activity, as measured by heart rate variability, on the effect of mortality in disabled older adults with low blood pressure in long-term care.","Shibasaki K, Ogawa S, Yamada S, Ouchi Y, Akishita M.",2018,NA,"Department of Geriatric Medicine, Graduate School of Medicine, The University of Tokyo, Tokyo, Japan.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,Y,N,N,N,N,NA,2018-04-13,2018-04-12,2018-04-11,2018-04-11,NA,"Previous studies have shown the relationship between low blood pressure and high mortality in frail, disabled older adults in long-term care. However, the mechanism of this relationship is still unclear. We hypothesized that autonomic nervous activity decline is involved in the relationship between low blood pressure and high mortality.The present prospective cohort study recruited 61 participants aged ≥75 years. The data from 24-h Holter monitoring and blood pressure recorded by ambulatory blood pressure monitoring were collected. Measured data were divided into three categories: 24-h, daytime and night-time. From power spectral density in the electrocardiogram, low frequency, high frequency and low frequency/high frequency ratio were calculated. The primary end-point was death.High blood pressure was connected to both high daytime low frequency and high frequency (partial correlation coefficients: 0.42, P < 0.05 and 0.35, P < 0.05, respectively). In addition, the low blood pressure group had higher mortality than the high blood pressure group, and disabled older adults in long-term care and those with elevated daytime systolic and diastolic blood pressure had less risk of mortality compared with those without (systolic: hazard ratio 0.89, 95% confidence interval 0.83-0.96, P = 0.003; diastolic: hazard ratio 0.98, 95% confidence interval 0.79-1.00, P = 0.049). The average blood pressures in the high blood pressure groups were approximately 140/80 mmHg and were connected to low mortality.Attenuated autonomic nervous activity might lead to low blood pressure in the daytime and high mortality in disabled older adults in long-term care. Geriatr Gerontol Int 2018; ••: ••-••.",NA,NA,NA,NA
29696345,MED,29696345,10.1007/s00399-018-0568-9,Tilt table testing for syncope and collapse.,"Kohno R, Adkisson WO, Benditt DG.",2018,NA,"Cardiac Arrhythmia Center, Cardiovascular Division, University of Minnesota, 420 Delaware Street SE, MMC 508, 55455, Minneapolis, MN, USA.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-27,2018-04-26,2018-04-25,2018-04-25,NA,"Head-up tilt (HUT) has long been used to examine heart rate and blood pressure adaptation to changes in position. During such studies, incidental observations noted that some test subjects experienced total or near-total transient loss of consciousness and that, in some cases, hypotension was associated with unexpected marked bradycardia compatible with a vasovagal syncope (VVS) reaction. The first report of HUT as a clinical tool to confirm a diagnosis of suspected VVS was published in 1966, and led to the concept of using HUT as a diagnostic tool for VVS. Subsequently, HUT testing, either drug-free or, if necessary, with pharmacological provocation (usually nitroglycerin) has proven to be a useful and safe modality for identifying susceptibility to VVS. In this regard, it is recognized that VVS is best diagnosed by careful history taking. Unfortunately, the history may be non-diagnostic; HUT may be helpful in such cases. However, the interpretation of HUT requires care and experience; in particular, the outcome must be consistent with the patient's clinical presentation. The reproduction of patient symptoms may not only provide a diagnosis, but also offer some comfort to the patient and family in that the medical team has documented the basis of symptoms and are thereby positioned to address therapy.",NA,NA,NA,NA
29664809,MED,29664809,10.1097/hjh.0000000000001769,MicroRNA-19a/b-3p protect the heart from hypertension-induced pathological cardiac hypertrophy through PDE5A.,"Liu K, Hao Q, Wei J, Li GH, Wu Y, Zhao YF.",2018,NA,"The Affiliated Lianyungang Hospital of Xuzhou Medical University, The First People's Hospital of Lianyungang, Lianyungang, Jiangsu, PR China.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,Y,N,N,N,N,NA,2018-04-18,2018-04-17,2018-04-16,2018-04-16,NA,"PDE5A is a leading factor contributing to cGMP signaling and cardiac hypertrophy. However, microRNA-mediated posttranscriptional regulation of PDE5A has not been reported. The aim of this study is to screen the microRNAs that are able to regulate PDE5A and explore the function of the microRNAs in cardiac hypertrophy and remodeling.Although miR-19a/b-3p (microRNA-19a-3p and microRNA-19b-3p) have been reported to be differentially expressed during cardiac hypertrophy, the direct targets and the functions of this microRNA family for regulation of cardiac hypertrophy have not yet been investigated. The present study identified some direct targets and the underlying functions of miR-19a/b-3p by using bioinformatics tools and gene manipulations within mouse neonatal cardiomyocytes. Transfection of miR-19a/b-3p down-regulated endogenous expressions of PDE5A at both mRNA and protein levels with real-time PCR and western blot. Luciferase reporter assays showed that PDE5A was a direct target of miR-19a/b-3p. In mouse models of cardiac hypertrophy, we found that miR-19a/b-3p was expressed in cardiomyocytes and that its expression was reduced in pressure overload-induced hypertrophic hearts. miR-19a/b-3p transgenic mice prevented the progress of cardiac hypertrophy and cardiac remodeling in response to angiotensin II infusion with echocardiographic assessment and pressure-volume relation analysis.Our study elucidates that PDE5A is a novel direct target of miR-19a/b-3p, and demonstrates that antihypertrophic roles of the miR-19a/b-3p family in Ang II-induced hypertrophy and cardiac remodeling, suggests that endogenous miR-19a/b-3p might have clinical potential to suppress cardiac hypertrophy and heart failure.This is an open access article distributed under the terms of the Creative Commons Attribution-Non Commercial-No Derivatives License 4.0 (CCBY-NC-ND), where it is permissible to download and share the work provided it is properly cited. The work cannot be changed in any way or used commercially without permission from the journal. http://creativecommons.org/licenses/by-nc-nd/4.0.",NA,NA,NA,NA
29637238,MED,29637238,10.1007/s00108-018-0412-7,[Comorbidities of heart failure: sleep apnea].,"Woehrle H, Oldenburg O, Stadler S, Arzt M.",2018,NA,"Schlaf- und Beatmungszentrum Blaubeuren, Lungenzentrum Ulm, Ulm, Deutschland.",ger,Print-Electronic,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-12,2018-04-11,2018-04-10,2018-04-10,NA,"Since sleep apnea often occurs in heart failure, physicians regularly need to decide whether further diagnostic procedures and/or treatment are required.Which types of sleep apnea occur in heart failure patients? When is treatment needed? Which treatments and treatment goals are appropriate?Clinical trials and guidelines as well as their implementation in clinical practice are discussed.At least 40% of patients with heart failure, both with reduced and preserved left ventricular ejection fraction (HFrEF and HFpEF, respectively), suffer from relevant sleep apnea. In heart failure patients both obstructive and central sleep apnea are associated with increased mortality. In HFrEF as well as in HFpEF patients with obstructive sleep apnea, treatment with continuous positive airway pressure (CPAP) achieves symptomatic and functional improvements. In patients with HFpEF, positive airway pressure treatment of central sleep apnea may be beneficial. In patients with HFrEF and left ventricular ejection fraction ≤45%, adaptive servoventilation is contraindicated.Sleep apnea is highly prevalent in heart failure patients and its treatment in specific patient groups can improve symptoms and functional outcomes. Thus, testing for sleep apnea is recommended.",NA,NA,NA,NA
29669327,MED,29669327,10.1159/000488828,Effects of Baicalin on Diabetic Cardiac Autonomic Neuropathy Mediated by the P2Y12 Receptor in Rat Stellate Ganglia.,"Sheng X, Wang J, Guo J, Xu Y, Jiang H, Zheng C, Xu Z, Zhang Y, Che H, Liang S, Zhu G, Li G.",2018,986-998,"Department of Physiology, Medical College of Nanchang University, Nanchang, China.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-19,2018-04-24,2018-04-13,2018-04-13,NA,"Chronic diabetic hyperglycemia can damage various of organ systems and cause serious complications. Although diabetic cardiac autonomic neuropathy (DCAN) is the primary cause of death in diabetic patients, its pathogenesis remains to be fully elucidated. Baicalin is a flavonoid extracted from Scutellaria baicalensis root and has antibacterial, diuretic, anti-inflammatory, anti- metamorphotic, and antispasmodic effects. Our study explored the effects of baicalin on enhancing sympathoexcitatory response induced by DCAN via the P2Y12 receptor.A type 2 diabetes mellitus rat model was induced by a combination of diet and streptozotocin. Serum epinephrine was measured by enzyme-linked immunosorbent assay. Blood pressure and heart rate were measured using the indirect tail-cuff method. Heart rate variability was analyzed using the frequency-domain of electrocardiogram recordings. The expression levels of P2Y12, interleukin-1beta (IL-1β), tumor necrosis factor alpha (TNF-α), and connexin 43 (Cx43) were determined by quantitative real-time reverse transcription-polymerase chain reaction and western blotting. The interaction between baicalin and P2Y12 determined using by molecular docking.Baicalin alleviated elevated blood pressure and heart rate, improved heart rate variability, and decreased the elevated expression levels of P2Y12, IL-1β, TNF-α, and Cx43 in the stellate ganglia of diabetic rats. Baicalin also reduced the elevated concentration of serum epinephrine and the phosphorylation of p38 mitogen-activated protein kinase in diabetic rats.Baicalin decreases sympathetic activity by inhibiting the P2Y12 receptor in stellate ganglia satellite glial cells to maintain the balance between sympathetic and parasympathetic nerves and relieves DCAN in the rat.",NA,NA,NA,NA
29658440,MED,29658440,10.2174/1573402114666180416155528,Effects of transcutaneous electrical nerve stimulation in autonomic nervous system of hypertensive patients: a randomized controlled trial.,"do Amaral Sartori S, Stein C, Coronel CC, Macagnan FE, Plentz RDM.",2018,NA,"Universidade Federal de Ciencias da Saude de Porto Alegre-UFCSPA, Porto Alegre-RS. Brazil.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-17,2018-04-16,2018-04-16,2018-04-16,NA,"Patients with hypertension have altered autonomic nervous system function, which are increased sympathetic activity. Transcutaneous Electrical Nerve Stimulation (TENS) is a useful modality for pain control and has also been shown to be effective in the reduction of sympathetic activity in healthy subjects and individuals with cardiovascular diseases.The aim of this study was to verify the effects of transcutaneous electrical nerve stimulation by the evaluation of heart rate variability (HRV) in patients with essential hypertension.Twenty-eight patients received an application of low-frequency TENS(4 Hz) n=8, high-frequency TENS (100 Hz) n=10 or placebo TENS n=10 in paravertebral ganglionar region during thirty minutes.After 4 Hz TENS, there was a decrease in the low-frequency (LFn.u.) component (57.71±9.46 vs 45.58±13.51, p<0.026) and an increase in the high-frequency (HFn.u.) component (33.03±13.83 vs 45.83±20.19, p <0.05) of HRV. After 100 Hz TENS and placebo, there were no changes in the LF and HF components. No significant differences were found in systolic blood pressure with low-frequency TENS (129.37± 15.48 vs 126.69 ± 15.21, p<0.490). There was an increase, although not significant, with high-frequency TENS (131.00 ± 15.97 vs 138.75 ± 25.79, p<0.121) and placebo (133.80 ± 29.85 vs 134.80 ± 29.72, p< 0.800). No differences were found in the diastolic blood pressure with low-frequency TENS and placebo, but there was a significant increase with high-frequency TENS (81.00 ± 11.78 vs 85.65 ± 13.68, p< 0.018).Low-frequency TENS decreases sympathetic nervous system activity and increases parasympathetic nervous system activity and high-frequency TENS increase diastolic blood pressure, when applied on the paravertebral ganglionar region in hypertensive patients.",NA,NA,NA,NA
29676482,MED,29676482,10.1111/echo.13895,Severe heart failure (NYHA Class IV) is associated with increased left ventricular mass index and short mitral deceleration time in severe aortic valve stenosis.,"Kobayashi S, Utsunomiya H, Shiota T.",2018,NA,"Center of Medical Ultrasonics, Saitama Medical Center, Dokkyo Medical University, Saitama, Japan.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-21,2018-04-20,2018-04-20,2018-04-20,NA,"In aortic valve stenosis (AS), congestive heart failure (CHF) is a well-established symptom that indicates the need for surgical aortic valve replacement (SAVR). However, it is difficult to judge whether CHF symptoms such as dyspnea are caused by severe AS or other conditions, especially in elderly persons with restricted mobility or other organ complications. It is important to identify objective and noninvasive parameters associated with severe CHF symptoms in severe AS.One hundred ninety-eight patients with severe AS without left ventricular (LV) dysfunction were retrospectively studied. CHF symptoms were classified by New York Heart Association (NYHA) functional class. Echo parameters were compared between NYHA I-III and NYHA IV.Patients with NYHA IV (n = 40; 20%) were older (86 ± 6 vs 82 ± 8 years; P = .001) and had a larger LV mass index (LVMI) (157 ± 43 vs 114 ± 34 g/m2 , P < .001), a higher transmitral flow velocity ratio (E/A) (1.31 ± 0.62 vs 0.93 ± 0.42; P = .001), a shorter deceleration time (DT) (202 ± 72 vs 286 ± 98 ms; P < .001), and a higher systolic pulmonary arterial pressure (SPAP) (44 ± 13 vs 35 ± 13 mm Hg; P < .001) than patients with NYHA I-III. On multivariable analysis, LVMI and DT were independently associated with NYHA IV. Receiver operating characteristic curve analysis identified LVMI ≥ 142 g/m2 and DT ≤ 194 ms as the cutoff values associated with NYHA IV in patients with severe AS.Left ventricular mass index and DT were independently associated with severe heart failure (NYHA IV). These echo parameters could be helpful to judge whether CHF symptoms are caused by severe AS.",NA,NA,NA,NA
29687292,MED,29687292,10.1007/s12350-018-1276-x,Sex and age differences in the association of heart rate responses to adenosine and myocardial ischemia in patients undergoing myocardial perfusion imaging.,"Gebhard C, Messerli M, Lohmann C, Treyer V, Bengs S, Benz DC, Giannopoulos AA, Kudura K, von Felten E, Schwyzer M, Gaemperli O, Gräni C, Pazhenkottil AP, Buechel RR, Kaufmann PA.",2018,NA,"Department of Nuclear Medicine, University Hospital Zurich, Raemistrasse 100, Zurich, 8091, Switzerland. catherine.gebhard@usz.ch.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-25,2018-04-24,2018-04-23,2018-04-23,NA,"In light of growing cardiovascular mortality rates observed in young women, sexual dimorphism in cardiac autonomic nervous control is gaining increasing attention. Heart rate responses to adenosine mirror autonomic activity and may carry important prognostic information.Hemodynamic changes during adenosine stress were retrospectively analysed in a propensity-matched cohort of 1932 consecutive patients undergoing myocardial perfusion single-photon-emission computed tomography (MPI-SPECT). Heart rate (HR) and systolic blood pressure (SBP) increased during adenosine infusion (P < 0.001). The increase in SBP and HR (heart rate reserve, HRR), was significantly more pronounced in women compared with men (P < 0.05). Patients ≤ 55 years had a higher HRR compared with patients > 55 years (46.8% vs 37.5%, P = 0.015). Women ≤ 55 years with a reversible perfusion defect on MPI-SPECT exhibited the highest HRR (89.2%), while age-matched men showed a blunted HR response to adenosine (26.4%, P = 0.01). Accordingly, age and an interaction term of female sex and increased HRR were identified as significant predictors of myocardial ischemia in a multiple regression analysis (OR 1.4, 95% CI 1.02-1.9, P = 0.038).HRR during adenosine infusion is influenced by age and sex. Our data suggest a stronger, sympathetic-driven, hemodynamic response to adenosine in younger women with myocardial ischemia.",NA,NA,NA,NA
29679303,MED,29679303,10.1007/s10557-018-6786-x,Do the SGLT-2 Inhibitors Offer More than Hypoglycemic Activity?,"Flores E, Santos-Gallego CG, Diaz-Mejía N, Badimon JJ.",2018,NA,"Cardiology Department, Clinic Hospital, Barcelona, Spain.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-22,2018-04-21,2018-04-20,2018-04-20,NA,"Type 2 diabetes mellitus (T2DM) is one of the most common chronic health conditions in the USA; it affects approximately 10% of adults with up to one-quarter being undiagnosed. T2DM is associated with substantial cardiovascular (CV) morbidity and mortality. T2DM is a pathological condition characterized by elevated levels of glucose and associated with high CV risk. Traditional hypoglycemic drugs have demonstrated their capability for effective and maintained management of high glucose levels, but they have not significantly impacted on the incidence of CV events. Recently, a new class of hypoglycemic agents, SGLT-2 receptor inhibitors, has been developed. The EMPA-OUTCOME trial involving empagliflozin (a SGLT-2 receptor inhibitor) has shown significant reductions in major adverse cardiac events (MACEs), cardiovascular mortality, and hospitalization for heart failure (HF) when administered on top of standard-of-care therapy for T2DM patients at high CV risk. The dramatic change driving the superiority of the primary composite outcome (major adverse CV events) was a significantly lower CV death rate (38% relative risk reduction). In addition, there were also an impressive 35 and 32% relative risk reductions in hospitalization for heart failure (HF) and death from any cause, respectively. These effects are even more important given the difficulties for treating concomitant HF in T2DM patients. These surprising results have been also corroborated by another agent of this class, canagliflozin, and the CANVAS trial. The magnitude of these somehow surprising cardiac benefits attained in the absence of major differences in glycemic, lipid, or blood pressure (BP) control has led to several groups to suggest that these benefits may be independent of its hypoglycemic activity and whether this new class could be considered a ""cardiac"" drug. The objective of this review has been to review the different hypotheses proposed to explain the cardiac benefits of this new class of antidiabetic drugs.",NA,NA,NA,NA
29669571,MED,29669571,10.1186/s13293-018-0176-8,Sex differences in pulmonary arterial hypertension: role of infection and autoimmunity in the pathogenesis of disease.,"Batton KA, Austin CO, Bruno KA, Burger CD, Shapiro BP, Fairweather D.",2018,15,"Department of Cardiovascular Medicine, Mayo Clinic, Jacksonville, FL, USA.",eng,Electronic,N,N,N,N,N,0,N,N,N,Y,N,N,N,N,NA,2018-04-20,2018-04-19,2018-04-18,2018-04-18,NA,"Registry data worldwide indicate an overall female predominance for pulmonary arterial hypertension (PAH) of 2-4 over men. Genetic predisposition accounts for only 1-5% of PAH cases, while autoimmune diseases and infections are closely linked to PAH. Idiopathic PAH may include patients with undiagnosed autoimmune diseases based on the relatively high presence of autoantibodies in this group. The two largest PAH registries to date report a sex ratio for autoimmune connective tissue disease-associated PAH of 9:1 female to male, highlighting the need for future studies to analyze subgroup data according to sex. Autoimmune diseases that have been associated with PAH include female-dominant systemic sclerosis, systemic lupus erythematosus, rheumatoid arthritis, Sjögren's syndrome, and thyroiditis as well as male-dominant autoimmune diseases like myocarditis which has been linked to HIV-associated PAH. The sex-specific association of PAH to certain infections and autoimmune diseases suggests that sex hormones and inflammation may play an important role in driving the pathogenesis of disease. However, there is a paucity of data on sex differences in inflammation in PAH, and more research is needed to better understand the pathogenesis underlying PAH in men and women. This review uses data on sex differences in PAH and PAH-associated autoimmune diseases from registries to provide insight into the pathogenesis of disease.",NA,NA,NA,NA
29691288,MED,29691288,10.1136/heartjnl-2017-312850,Longitudinal change in blood pressure is associated with cardiovascular disease mortality in a Chinese cohort.,"Fan JH, Wang JB, Wang SM, Abnet CC, Qiao YL, Taylor PR.",2018,NA,"Department of Cancer Epidemiology, Cancer Institute/Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing, China.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-26,2018-04-25,2018-04-24,2018-04-24,NA,"A number of studies have demonstrated a J-shaped curve between blood pressure (BP) and all-cause mortality, but few studies have used longitudinal change in BP to study mortality in the Chinese population.We performed a 30-year follow-up study to examine the association between BP (at baseline and longitudinal change) and risk of mortality in the Linxian General Population Trial Cohort. At baseline, a total of 29 584 healthy adults were enrolled in the Linxian General Population Trial in 1985 and followed through to the end of 2014. The final analysis was restricted to 29 439 participants (55% women) after exclusion of outliers. We also examined the potential effects of BP trajectory patterns during the period of 1985-1999 on sequent risk of mortality. Adjusted Cox proportional hazards models were used to estimate HRs and 95% CIs.Compared with participants with normal BP, patients with prehypertension, stage 1, stage 2 or stage 3 hypertension had an increased risk of all-cause mortality, with HRs of 1.09 (95% CI 1.05 to 1.14), 1.34 (95% CI 1.28 to 1.40), 1.69 (95% CI 1.60 to 1.79) and 2.14 (95% CI 2.01 to 2.28), respectively. Relative to stable BP of normotension, having a rise in BP from normotension to hypertension or from prehypertension to hypertension both conferred an increased risk of total and cardiovascular disease and stroke mortality (total: HRs 1.22 (95% CI 1.12 to 1.34) and 1.36 (95% CI 1.23 to 1.51); cardiovascular disease: HRs 1.42 (95% CI 1.17 to 1.73) and 1.55 (95% CI 1.24 to 1.93); stroke: HRs 2.29 (95% CI 1.88 to 2.80) and 2.61 (95% CI 2.11 to 3.24), respectively).These findings emphasise that development of incident hypertension in middle age could increase the risk of total, cardiovascular disease and stroke mortality, and suggest that current BP targets could be revised.NCT00342654;Post-results.",NA,NA,NA,NA
29685826,MED,29685826,10.1016/j.jand.2018.02.004,Inuit Country Food Diet Pattern Is Associated with Lower Risk of Coronary Heart Disease.,"Hu XF, Kenny TA, Chan HM.",2018,NA,NA,eng,Print-Electronic,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-25,2018-04-24,2018-04-20,2018-04-20,NA,"Inuit have experienced a rapid transition in diet and lifestyle over the past several decades, paralleled by the emergence of chronic diseases such as obesity, diabetes, and hypertension.To identify contemporary dietary patterns among Inuit and investigate their association with cardiovascular disease outcomes.This was an association study in a cross-sectional population health and nutrition survey.The participants included 1,570 adults (aged ≥18 years) from Nunavut in the International Polar Year Inuit Health Survey 2007-2008 who completed diet/health questionnaires and provided blood samples.Outcomes measured included the prevalence of coronary heart disease, myocardial infarction, stroke, hyperlipidemia, and hypertension.Principal component analysis was used to derive dietary patterns based on the consumption of nine market food groups and four country food groups reported in 24-hour dietary recalls. The associations between cardiovascular outcomes and identified dietary patterns were examined with logistic regression.Three dietary patterns were identified: market food, country food-fat, and country food-fish. The market food diet, characterized by high consumption of market-bought meat, cereals, vegetables, and added oil, was associated with elevated prevalence of coronary heart disease, myocardial infarction, and hypertension (odds ratio [OR] 1.44, 95% CI 0.82 to 2.51; OR 2.27, 95% CI 0.88 to 5.83; and OR 1.36, 95% CI 0.88 to 2.09). The country food-fish diet, characterized by high fish consumption and low sugar and sweets intake, was inversely associated with the prevalence of coronary heart disease, myocardial infarction, stroke, and hyperlipidemia (OR 0.78, 95% CI 0.43 to 1.37; OR 0.46, 95% CI 0.18 to 1.20; OR 0.34, 95% CI 0.07 to 2.13; and OR 0.69, 95% CI 0.39 to 1.22). The country food-fat diet, characterized by high marine mammal and added fat intake, was positively associated with the prevalence of coronary heart disease.A diet featuring high food variety, high fish intake, and low sugar intake was negatively associated with the prevalence of cardiovascular outcomes among Inuit.",NA,NA,NA,NA
29669970,MED,29669970,10.1253/circj.cj-17-1344,Prognostic Relevance of Liver Stiffness Assessed by Transient Elastography in Patients With Acute Decompensated Heart Failure.,"Saito Y, Kato M, Nagashima K, Monno K, Aizawa Y, Okumura Y, Matsumoto N, Moriyama M, Hirayama A.",2018,NA,"Division of Cardiology, Department of Medicine, Nihon University School of Medicine.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,Y,N,N,N,N,NA,2018-04-20,2018-04-19,2018-04-17,2018-04-17,NA,"Acute decompensated heart failure (ADHF) is often accompanied by liver congestion through increased right atrial pressure (RAP). Liver stiffness (LS) assessed non-invasively using transient elastography is related to increased RAP and liver congestion in patients with general HF. We investigated the relationship of LS with clinical and echocardiographic variables and outcomes in patients with ADHF.Methods and Results:The subjects were 105 patients with ADHF admitted to hospital between October 2016 and June 2017. Patients were divided into 2 groups based on median LS at admission (low LS <8.8 kPa [n=52] vs. high LS ≥8.8 kPa [n=53]). Death from cardiovascular disease and readmission for HF were primary endpoints. Total bilirubin and γ-glutamyl transpeptidase levels, MELD-XI score, diameters of the inferior vena cava and right ventricle, and severity of tricuspid regurgitation were greater in the high LS group (all P<0.05). During a median (interquartile range) follow-up period of 153 (83-231) days, cardiac events occurred in 29 patients (54%) in the high LS group and in 13 (25%) in the low LS group (P=0.001). After adjusting for variables that influence organ congestion, a high LS ≥8.8 kPa was still significantly associated with cardiac events (all P<0.05).Increased LS measured by transient elastography reflects RAP elevation, hepatic congestion, and hepatic dysfunction. LS upon admission may be a useful prognostic marker in patients with ADHF.",NA,NA,NA,NA
